114787,1
114785,1
117078,0
117079,0
114781,0
114780,0
117074,0
117077,-1
117070,-1
114789,1
118092,-1
118631,2
118630,0
118636,1
118635,-1
118258,0
117677,0
111535,1
117675,1
117672,1
111532,1
117670,0
111530,1
115811,0
115813,0
115814,-3
115819,2
116748,0
116665,1
113992,1
117563,-1
116412,1
116417,0
116416,0
116419,0
114673,2
114672,1
119463,-2
117349,2
114677,1
117072,1
114675,1
119466,-2
119469,0
118097,0
114679,0
117411,1
117417,1
117560,-1
117415,1
114477,0
114471,2
117223,2
114473,3
114171,0
117782,0
118125,-1
117781,0
114478,1
117785,0
113999,-2
117343,1
117897,2
113353,-1
117895,1
115703,1
117891,0
117347,0
117254,0
117527,0
117256,0
116309,0
116308,0
117252,0
117521,0
116304,1
116307,1
118029,1
116301,-1
114073,0
117529,-1
117096,2
119519,3
119311,2
117091,1
119516,-1
114074,1
116781,0
116780,0
116783,0
116784,-1
116786,0
116788,1
114076,-16
113578,1
113574,1
113576,1
113571,0
113570,0
113573,0
111167,1
113170,-1
113172,-1
117324,0
113177,1
116231,-1
117329,0
118334,0
118332,-1
118330,-1
116236,0
118732,2
119189,0
113310,0
113312,-2
113315,0
112312,0
115298,0
112310,1
116126,0
112317,2
112314,0
112315,-1
112319,1
118939,0
113721,1
118931,0
113771,-1
113320,-1
118934,0
113776,1
118936,-1
113774,2
113953,2
113950,-1
113957,1
113955,1
112132,0
113959,0
112423,0
112136,0
113408,0
112426,0
112135,1
112959,3
113796,-2
113726,0
113793,0
113792,1
112950,-3
112952,0
113799,2
112955,1
112957,1
118805,2
118807,0
112559,0
112228,0
112554,-1
112227,-1
112556,-2
112225,0
112222,0
119266,1
119265,-1
112045,0
112042,-1
115028,1
112935,1
117804,1
115797,1
115796,0
115795,1
115026,2
115793,0
115023,0
119268,1
117806,2
119229,0
117538,0
115332,-2
115337,0
116821,0
115882,2
114318,2
119194,0
114005,1
119196,1
114314,0
114317,1
114312,-1
118122,0
112291,0
114862,0
114863,-2
114866,1
119460,0
111838,1
117419,1
112335,0
111833,1
111830,0
116105,0
111835,0
111301,0
111303,0
111305,3
116102,0
114269,0
114260,1
114263,1
118415,0
114265,0
114267,0
119048,2
119045,-1
111268,0
119042,1
111946,0
111944,1
111230,1
111232,0
111238,0
111239,0
111949,-1
114044,1
114045,2
114046,2
114041,1
117062,2
117060,1
117067,0
111548,0
113127,0
111542,-2
117664,1
117667,0
111547,0
117662,0
118481,0
118483,1
118485,2
115808,-1
115805,0
118128,-1
115803,1
113123,1
118380,1
113346,0
116429,-1
113835,1
116936,0
116426,2
116420,0
116933,0
116422,0
116931,0
117409,0
113837,-1
114688,1
114682,2
117404,0
114680,-3
112528,0
117799,-1
114441,0
114442,0
119008,0
114444,1
112682,1
114446,2
118153,0
118150,3
112683,0
117795,1
118155,0
116100,0
112524,-2
117884,0
112295,1
117883,1
117882,-1
116689,3
113424,3
112521,0
116683,0
116685,1
117535,0
117241,2
118032,1
117531,0
113348,1
117533,0
118036,1
116330,-1
118038,-1
116332,0
112522,1
116334,0
116335,0
116337,1
117085,3
117081,0
117083,1
115736,-1
119524,2
119525,0
119527,1
113098,1
113092,1
113541,1
113090,0
113091,0
113544,2
113547,2
116757,2
116754,1
116207,1
116201,2
116202,2
119057,0
116209,-1
116758,2
117319,0
117512,0
118325,0
117336,0
113146,1
113147,0
118321,0
113142,0
113143,-1
115522,0
117600,0
118786,-1
115284,1
115697,3
112300,1
112305,0
112307,-2
112306,0
117524,1
115280,-1
111971,-1
117250,-1
116111,2
112129,0
112946,1
112944,-1
113434,1
118024,0
113436,0
113439,0
112127,1
112126,-1
117997,1
118340,-1
118876,0
117258,0
118685,-1
117259,1
113324,0
112549,1
113896,1
112238,0
113322,2
113895,0
112543,0
112234,1
112541,0
112236,1
113328,0
112230,0
115018,0
115019,1
112056,1
112050,0
119214,-2
112052,0
115011,0
115012,0
115013,0
112058,0
115017,0
115843,0
115498,0
117159,1
115497,0
115492,-1
112436,-1
112435,0
115309,2
112431,0
115654,0
115307,2
115301,1
112439,0
115303,0
115476,1
119201,0
114301,1
114306,1
114304,0
114531,-1
119326,-1
119205,0
119324,1
119512,0
119204,0
114870,-1
114872,-1
114877,0
114876,1
114878,0
111828,0
111823,0
111822,1
111825,-1
111826,1
114276,0
114274,0
117856,0
114272,1
114271,0
114270,0
111315,0
111311,0
118761,1
119039,3
119033,0
119037,0
119035,0
111223,0
111954,-1
111221,0
111220,0
111951,0
111952,1
111228,0
111959,1
114056,1
114055,2
114059,0
114058,0
111558,1
117650,0
111550,0
117652,0
117653,2
111555,2
111554,2
117656,1
117657,0
115878,-1
119145,0
119141,-2
118497,0
115873,0
115871,1
118493,0
115877,1
118491,-1
117436,0
117437,-1
116928,2
117433,-1
116433,1
116432,0
116926,1
116921,1
119448,-1
114699,1
114698,-1
119442,-1
119441,0
114696,1
114691,1
114693,2
115906,0
115907,1
115903,2
114458,2
114455,0
114454,0
118147,1
115909,0
114144,1
116327,2
116323,1
116321,1
118230,-1
116329,0
119535,0
117051,-1
118008,1
117505,2
117507,0
118004,0
118000,-1
118001,1
118002,3
119538,0
112117,-2
118894,0
113088,0
113081,1
113082,0
113085,2
115645,0
117323,1
116741,0
116219,1
115647,1
117236,-1
118319,-1
117348,0
113158,1
117326,0
117342,0
115641,-1
117340,1
113150,0
113156,-1
117345,1
116697,1
116696,0
116694,-1
116692,0
116691,0
112644,1
117690,0
116699,0
118199,1
115466,1
119187,0
118951,1
118956,0
116109,0
118955,0
112334,1
111519,-1
112336,1
118959,0
116103,-1
112331,1
112333,-1
113557,1
113554,-2
118190,-1
113551,0
118191,1
112684,1
115270,2
112930,0
112687,0
112680,0
112937,1
112934,1
113428,3
113427,0
118527,0
112939,0
112688,-1
113421,3
114997,0
113880,0
118960,1
113335,1
113886,-1
113889,1
113339,1
112204,3
112207,1
112060,-2
119203,1
112064,0
112065,0
119207,2
112067,0
112590,1
112593,1
112848,-1
112598,0
112847,-1
112840,0
112841,3
115488,-1
113257,1
115486,1
115485,0
112114,0
112115,0
112440,0
112441,-3
112111,2
112445,0
115313,1
115644,0
112448,3
115310,0
112118,-1
115643,0
115465,0
114999,0
118696,0
111148,1
111146,0
114993,1
114990,0
114991,0
115469,-1
111143,-1
111140,0
114995,1
119339,1
113700,1
119334,1
119337,1
113701,0
119332,1
111814,0
111815,2
111810,2
116120,0
114844,0
114845,1
111818,0
114841,1
114843,0
115006,1
115004,-2
115002,1
115000,0
115008,0
114203,1
118799,1
114204,0
114205,-2
118794,3
114840,0
118796,1
114209,-1
111366,0
111496,0
117283,0
118554,1
118555,1
118550,1
119029,0
119028,0
119022,1
119024,0
119027,0
111961,-1
115267,1
111789,0
111967,1
111969,1
111786,0
111780,1
111781,1
111564,0
111565,0
111566,0
116805,1
111560,1
117642,1
111563,0
111568,-1
112259,1
117649,-2
112258,-1
111763,1
114516,3
117288,0
114512,-1
111768,0
111769,0
115869,-1
119157,0
119151,-1
116123,1
119152,0
115861,0
115650,1
115862,0
115865,-1
115867,3
118842,0
114190,1
114191,4
114196,1
114197,0
114194,3
114199,0
116919,0
117286,1
112250,2
119401,-1
111499,0
116910,3
116912,0
116913,0
111247,0
116917,-1
118174,0
118175,-2
111710,0
115915,1
118777,-1
115917,1
118411,0
115913,-1
114423,-1
114421,1
118779,2
119077,0
116352,2
118105,0
111361,0
118790,-2
116359,-1
116594,0
116595,-1
117519,0
118011,0
117514,1
116599,2
117510,1
114737,0
114732,0
114733,0
113405,-2
111493,1
118315,0
119148,-1
118306,-1
116772,1
118304,-1
116774,1
116775,0
118301,0
118557,2
116778,3
117358,1
113403,1
117351,1
119360,1
117352,0
117354,1
117357,-1
119490,-1
117877,1
119494,0
119498,1
119499,0
113181,-2
113182,-1
113183,1
113186,1
113639,0
113637,0
113635,-1
112427,1
118941,1
112328,1
119386,-1
118947,0
112323,1
112322,1
115326,0
112327,0
116177,0
112325,-1
113520,0
113521,3
113527,1
113525,0
112693,-1
112691,1
112696,-1
112695,0
112929,0
113981,0
113982,0
112698,0
113456,-1
113987,1
116006,0
112216,1
116004,0
112214,0
112212,0
112211,0
115410,0
112219,3
116009,0
117835,-1
115468,0
115266,0
112079,0
112077,0
112076,0
115264,0
112072,2
113856,0
113857,3
113855,1
112859,1
112858,0
113850,0
112588,-1
112855,1
112856,-1
112583,0
112581,0
112852,0
117371,0
112103,-5
112101,1
112452,2
112107,2
112454,-1
112456,2
115670,2
112458,-1
112109,0
115674,0
115675,0
115676,0
115677,0
115450,0
114988,0
115454,0
111158,-1
114981,-1
115459,0
117645,0
111152,0
119308,1
119309,0
119305,1
119307,0
111803,0
119212,0
111806,2
111805,0
114853,1
111809,-1
114850,2
114857,1
114856,0
115072,0
115070,1
115074,2
115078,-1
118801,0
118789,0
112651,0
114216,1
111371,-1
114218,0
111373,1
112650,0
117278,-3
111377,1
111376,0
119014,0
119016,1
118549,0
119011,0
119012,-2
118545,-1
118544,0
118547,0
119019,1
112550,0
117272,2
111765,2
111979,-1
115299,0
111977,0
111792,1
111791,1
111790,0
111797,-3
115293,2
111795,0
111573,1
117633,0
111571,0
117636,0
111576,-1
111575,0
111574,0
117276,1
111578,0
118688,3
118045,0
119264,0
111771,1
111773,0
115987,-1
114506,1
114501,0
114500,0
115381,-1
119161,1
119162,0
119163,0
119167,0
119169,1
111487,0
119344,0
111485,0
111484,2
111483,-1
114184,0
114189,0
111489,0
111488,0
117184,1
117186,1
117180,1
118163,0
118161,-1
119342,0
118165,-2
118169,1
118374,1
119150,0
114439,1
114438,0
118767,-1
115924,0
118760,1
115926,-1
118762,0
114433,1
118769,-1
114434,2
114437,0
116341,1
116340,0
116343,3
118901,-1
116583,0
116581,-1
116586,0
116585,0
117291,1
116589,1
117295,-2
117297,1
114726,0
114721,-1
114728,1
116906,-1
116905,0
116902,0
116900,0
116909,0
118507,3
117364,0
118373,-1
118371,0
117361,-1
116769,0
117363,1
116766,1
118379,0
116760,1
117165,-1
117162,0
